Sample;Timestamp;PS mW;PL mW;MGT mW;Total mW
0;1706284865.933220431;1808.447998;2535.324951;190.427002;4534.200195
1;1706284865.957284015;1536.390015;2536.321045;189.511993;4262.223145
2;1706284865.981343258;1535.430054;2537.125000;188.207001;4260.762207
3;1706284866.005402341;1535.181030;2533.904053;190.444000;4259.529297
4;1706284866.029461676;1542.443970;2534.732910;189.511993;4266.688965
5;1706284866.053520650;1535.948975;2539.404053;193.641006;4268.994141
6;1706284866.077579314;1538.187988;2534.670898;188.253998;4261.112793
7;1706284866.101638259;1556.192993;2537.897949;192.742996;4286.833984
8;1706284866.125690022;1550.673950;2540.481934;192.807007;4283.962891
9;1706284866.149750537;1539.661011;2537.950928;189.464996;4267.077148
10;1706284866.173809841;1538.092041;2536.210938;189.449997;4263.752930
11;1706284866.197870765;1548.876953;2532.028076;188.253998;4269.159180
12;1706284866.221929480;1545.916016;2535.311035;189.403000;4270.629883
13;1706284866.245988914;1530.599976;2533.802002;189.511993;4253.914062
14;1706284866.270047688;1527.470947;2533.639893;189.449997;4250.560547
15;1706284866.294106962;1553.003052;2532.709961;189.451004;4275.164062
16;1706284866.318166277;1543.548950;2540.481934;192.744003;4276.774902
17;1706284866.342225561;1541.713989;2538.864990;189.496002;4270.075195
18;1706284866.366284415;1529.416992;2538.799072;189.481995;4257.698242
19;1706284866.390343219;1546.928955;2537.820068;192.759995;4277.508789
20;1706284866.414404114;1541.061035;2531.270020;186.173996;4258.504883
21;1706284866.438464478;1531.144043;2535.403076;192.807007;4259.354004
22;1706284866.462525433;1543.907959;2539.739990;193.705002;4277.353027
23;1706284866.486584917;1550.791992;2533.819092;190.427002;4275.038086
24;1706284866.510643721;1541.189941;2541.285889;193.593994;4276.069824
25;1706284866.534702056;1539.150024;2536.177002;189.151993;4264.479004
26;1706284866.558761530;1534.212036;2537.968994;189.513000;4261.693848
27;1706284866.582820144;1544.822021;2532.209961;189.511993;4266.543945
28;1706284866.606880829;1534.008057;2535.531982;191.274994;4260.814941
29;1706284866.630939143;1529.286987;2536.210938;189.449997;4254.947754
30;1706284866.654998557;1526.749023;2540.416016;192.763000;4259.927734
31;1706284866.679059172;1541.482056;2536.259033;190.300995;4268.041992
32;1706284866.703118506;1535.084961;2531.468994;189.511993;4256.065918
33;1706284866.727177700;1525.478027;2537.256104;191.610992;4254.345215
34;1706284866.751237905;1521.739014;2538.091064;190.365005;4250.195312
35;1706284866.775298799;1558.475952;2532.937012;189.214005;4280.626953
36;1706284866.799357373;1536.581055;2532.771973;190.444000;4259.796875
37;1706284866.823417698;1531.187988;2539.570068;193.641006;4264.399414
38;1706284866.847476272;1523.510986;2538.017090;188.315994;4249.843750
39;1706284866.871534596;1557.630005;2534.657959;192.807007;4285.094727
40;1706284866.895593040;1525.838989;2537.059082;188.240005;4251.138184
41;1706284866.919652085;1537.802002;2532.826904;190.348007;4260.976562
42;1706284866.943739262;1754.442017;2539.550049;192.509003;4486.500977
43;1706284866.967806967;1765.545044;2536.210938;189.449997;4491.206055
44;1706284866.991870612;1760.930054;2537.795898;192.384003;4491.109863
45;1706284867.015939237;1732.281006;2535.311035;189.403000;4456.995117
46;1706284867.040006844;1758.833984;2535.391113;190.427002;4484.652344
47;1706284867.064078010;1750.488037;2533.837891;189.167007;4473.493164
48;1706284867.088143086;1721.015991;2537.955078;189.466995;4448.437988
49;1706284867.112205512;1716.536011;2534.542969;191.322006;4442.400879
50;1706284867.136295010;1770.245972;2535.469971;189.449997;4495.166016
51;1706284867.160366917;1839.792969;2535.373047;190.395996;4565.562012
52;1706284867.184429062;1734.477051;2537.086914;191.339005;4462.903320
53;1706284867.208491128;1732.753052;2541.427002;189.529007;4463.708984
54;1706284867.232553094;1731.485962;2533.775879;190.348007;4455.609863
55;1706284867.256613799;1744.234009;2535.469971;190.317993;4470.021973
56;1706284867.280675545;1728.245972;2536.167969;192.742996;4457.156738
57;1706284867.304737981;1734.240967;2538.620117;192.759995;4465.621094
58;1706284867.328801816;1731.192993;2543.624023;193.705002;4468.521973
59;1706284867.352865062;1743.708008;2538.893066;193.675003;4476.276367
60;1706284867.376930088;1732.734009;2534.750977;192.173004;4459.658203
61;1706284867.400994744;1735.832031;2535.311035;189.091003;4460.234375
62;1706284867.425057020;1738.012939;2532.829102;189.511993;4460.354004
63;1706284867.449122736;1749.140991;2534.586914;189.449997;4473.177734
64;1706284867.473185101;1732.232056;2536.177002;189.434006;4457.843262
65;1706284867.497248747;1733.500000;2537.950928;188.315994;4459.766602
66;1706284867.521312653;1740.608032;2542.114014;192.695999;4475.417969
67;1706284867.545378209;1743.588013;2534.939941;192.158005;4470.686035
68;1706284867.569442715;1734.420044;2540.382080;192.824005;4467.625977
69;1706284867.593507581;1739.151001;2534.576904;189.451004;4463.178711
70;1706284867.617569156;1730.857056;2535.329102;189.403000;4455.589355
71;1706284867.641628772;1731.744019;2537.079102;192.759995;4461.583008
72;1706284867.665690447;1723.053955;2538.875000;192.776993;4454.706055
73;1706284867.689752813;1768.926025;2537.304932;191.606003;4497.836914
74;1706284867.713837541;1856.307983;2535.531982;189.481995;4581.321777
75;1706284867.737900187;1775.005005;2534.583008;189.511993;4499.100098
76;1706284867.761960892;1729.978027;2535.513916;189.511993;4455.003906
77;1706284867.786020828;1726.774048;2535.329102;189.403000;4451.506348
78;1706284867.810081083;1750.464966;2534.477051;190.380005;4475.321777
79;1706284867.834149569;1756.534058;2537.096924;192.509003;4486.140137
80;1706284867.858211085;1748.901001;2536.173096;189.511993;4474.585938
81;1706284867.882288762;1753.336060;2532.023926;190.363007;4475.723145
82;1706284867.906360969;1919.453979;2532.955078;189.464996;4641.874023
83;1706284867.930424955;1739.834961;2542.177979;193.705002;4475.717773
84;1706284867.954489481;1704.447998;2539.615967;192.494995;4436.558594
85;1706284867.978549936;1709.017944;2536.250000;192.776993;4438.044922
86;1706284868.002610752;1729.201050;2538.017090;189.498001;4456.716309
87;1706284868.026672068;1716.786987;2536.427002;190.429993;4443.644043
88;1706284868.050732925;1711.467041;2538.698975;189.464996;4439.630859
89;1706284868.074793621;1712.567017;2538.864990;189.511993;4440.943848
90;1706284868.098852878;1727.196045;2536.378906;189.511993;4453.086914
91;1706284868.122911914;1718.826050;2534.604980;189.403000;4442.833984
92;1706284868.146971860;1712.031982;2533.645020;191.500000;4437.176758
93;1706284868.171031607;1709.328979;2536.173096;189.229996;4434.731934
94;1706284868.195091343;1731.738037;2538.893066;193.641998;4464.273438
95;1706284868.219150970;1720.015015;2536.343018;189.529007;4445.887207
96;1706284868.243242480;1869.816040;2541.199951;194.570007;4605.585938
97;1706284868.267309417;1777.270020;2536.173096;189.529007;4502.972168
98;1706284868.291378904;1864.780029;2537.024902;189.449997;4591.254883
99;1706284868.315442391;1875.489014;2831.750977;191.259995;4898.500000
100;1706284868.339502698;1997.796997;3026.373047;190.380005;5214.549805
101;1706284868.363562074;1940.192993;3097.760010;189.449997;5227.402832
102;1706284868.387621270;2017.828003;3173.940918;190.393005;5382.162109
103;1706284868.411680907;2093.295898;3031.479004;189.513000;5314.288086
104;1706284868.435740223;2078.364990;3078.215088;189.214005;5345.793945
105;1706284868.459799570;2112.824951;3090.778076;192.742996;5396.345703
106;1706284868.483858986;2108.558105;3154.862061;189.121002;5452.541016
107;1706284868.507918353;2007.564941;3256.812988;189.214005;5453.591797
108;1706284868.531978409;1943.322998;3019.606934;189.464996;5152.395020
109;1706284868.556038125;1954.791016;3113.916016;189.498001;5258.205078
110;1706284868.580097682;1951.401001;3085.677002;190.410004;5227.487793
111;1706284868.604156938;2000.000977;3195.990967;189.229996;5385.221680
112;1706284868.628217105;2133.882080;3023.096924;189.464996;5346.444336
113;1706284868.652276521;2050.480957;3083.444092;188.347000;5322.271973
114;1706284868.676336388;2142.929932;3116.547119;189.511993;5448.989258
115;1706284868.700396364;2068.085938;3157.485107;192.750000;5418.321289
116;1706284868.724455661;1978.370972;3189.149902;192.839005;5360.359863
117;1706284868.748516097;2089.702881;3031.459961;192.511002;5313.673828
118;1706284868.772575604;1976.537964;3090.309082;190.410004;5257.256836
119;1706284868.796635900;1974.515991;3152.468994;189.511993;5316.497070
120;1706284868.820696127;1914.386963;2872.177979;186.169998;4972.734863
121;1706284868.844756063;2044.194946;3036.466064;193.690994;5274.352051
122;1706284868.868815240;1976.191040;3141.928955;189.167007;5307.287109
123;1706284868.892875676;1997.253052;3057.693115;190.348999;5245.294922
124;1706284868.916935292;2087.907959;3012.986084;189.496002;5290.390137
125;1706284868.940994069;1988.271973;3016.706055;189.496002;5194.474121
126;1706284868.965054165;2103.612061;3155.385010;188.315994;5447.312988
127;1706284868.989114182;2108.719971;3139.170898;188.315994;5436.207031
128;1706284869.013173349;2079.629883;3113.732910;190.410004;5383.772461
129;1706284869.037232106;2135.736084;3104.403076;189.511993;5429.651367
130;1706284869.061291833;2136.758057;3091.115967;189.214005;5417.087891
131;1706284869.085351651;2085.516113;3335.012939;190.380005;5610.909180
132;1706284869.109411919;2007.836060;3324.249023;189.511993;5521.597168
133;1706284869.133470846;2106.690918;3334.892090;193.705002;5635.288086
134;1706284869.157530653;2103.394043;3310.491943;188.285004;5602.170898
135;1706284869.181590641;2027.267944;3001.725098;189.514999;5218.507812
136;1706284869.205650739;1942.246948;3023.062988;189.464996;5154.774902
137;1706284869.229687244;1960.631958;3070.738037;189.167007;5220.537109
138;1706284869.253746931;1969.680054;3100.457031;189.496994;5259.634277
139;1706284869.277807079;1948.410034;3139.003906;193.311996;5280.726074
140;1706284869.301866816;2025.895996;3024.595947;193.705002;5244.197266
141;1706284869.325926674;1998.400024;3006.872070;192.477997;5197.750000
142;1706284869.349986271;2114.416992;3148.508057;187.054001;5449.979004
143;1706284869.374045099;2098.937988;3161.907959;192.742996;5453.588867
144;1706284869.398105266;2064.305908;3124.169922;190.363998;5378.839844
145;1706284869.422167024;2047.193970;3027.165039;190.410004;5264.769043
146;1706284869.446228042;2109.316895;3041.633057;190.332001;5341.282227
147;1706284869.470289349;2105.050049;3068.789062;190.363007;5364.202148
148;1706284869.494350397;2086.168945;3103.025879;190.393005;5379.587891
149;1706284869.518411134;2030.197021;3327.356934;190.410004;5547.963867
150;1706284869.542469942;2129.129883;3323.957031;189.449997;5642.537109
151;1706284869.566529909;2124.293945;3296.690918;189.214005;5610.199219
152;1706284869.590588947;2096.020020;3261.638916;190.410004;5548.068848
153;1706284869.614649164;2082.750977;3132.569092;190.363007;5405.683105
154;1706284869.638710662;2135.306885;3025.372070;193.641006;5354.320312
155;1706284869.662772310;2130.416016;3015.233887;192.759995;5338.410156
156;1706284869.686833998;2091.065918;3034.042969;189.151993;5314.260742
157;1706284869.710895555;2069.147949;3048.562988;189.511993;5307.222656
158;1706284869.734956823;2141.763916;3354.449951;195.514999;5691.728516
159;1706284869.759018341;2117.850098;3337.707031;190.410004;5645.966797
160;1706284869.783079808;2051.337891;3344.344971;189.449005;5585.131836
161;1706284869.807142126;2056.034912;3298.395996;191.244003;5545.674805
162;1706284869.831201623;2123.728027;3273.945068;190.348007;5588.020996
163;1706284869.855265541;2096.592041;3002.646973;191.306000;5290.544922
164;1706284869.879326769;2049.304932;2987.181885;189.529007;5226.015625
165;1706284869.903389347;2034.171997;2990.009033;190.427002;5214.607910
166;1706284869.927449304;2104.770020;3010.144043;193.626999;5308.541016
167;1706284869.951509102;2091.867920;3000.185059;189.529007;5281.582031
168;1706284869.975568249;2081.483887;3351.270996;188.302002;5621.056641
169;1706284869.999627797;2018.604004;3351.337891;191.261002;5561.203125
170;1706284870.023687045;2109.576904;3357.185059;190.410004;5657.171875
171;1706284870.047746194;2109.196045;3337.645020;190.410004;5637.250977
172;1706284870.071805832;2087.163086;3001.385986;190.410004;5278.958984
173;1706284870.095865221;2021.895996;3014.517090;189.513000;5225.925781
174;1706284870.119924919;1987.137939;3004.525879;189.214005;5180.877930
175;1706284870.143983888;2128.623047;2983.875977;193.692001;5306.190918
176;1706284870.168042946;2084.530029;2984.938965;191.278000;5260.747070
177;1706284870.192102055;2039.881958;3306.374023;191.246994;5537.502930
178;1706284870.216160933;1996.776978;3357.961914;192.494995;5547.233887
179;1706284870.240219611;2110.781006;3329.126953;190.410004;5630.317871
180;1706284870.264278900;2027.735962;3342.693115;189.182999;5559.612305
181;1706284870.288337938;2032.291016;3075.500977;189.511993;5297.303711
182;1706284870.313710990;1755.642944;2595.532959;189.498001;4540.673828
183;1706284870.337779569;1730.121948;2547.082031;193.658005;4470.861816
184;1706284870.361846059;1586.375977;2543.804932;192.203995;4322.384766
185;1706284870.385905707;1563.849976;2542.113037;192.509003;4298.472168
186;1706284870.409964676;1545.204956;2544.658936;193.641006;4283.504883
187;1706284870.434025834;1530.634033;2543.742920;190.330994;4264.708008
188;1706284870.458086803;1540.322998;2541.491943;190.410004;4272.224609
189;1706284870.482147502;1551.774048;2538.818115;189.496002;4280.088379
190;1706284870.506206630;1556.798950;2538.157959;190.348007;4285.304688
191;1706284870.530266129;1530.979004;2546.251953;193.738998;4270.969727
192;1706284870.554326457;1549.021973;2540.413086;191.261002;4280.696289
193;1706284870.578386586;1569.130981;2543.854980;192.807007;4305.792969
194;1706284870.602446714;1544.031006;2543.804932;190.410004;4278.246094
195;1706284870.626505143;1530.142944;2537.970947;190.410004;4258.523926
196;1706284870.650565401;1540.694946;2540.560059;190.363007;4271.618164
197;1706284870.674625650;1551.193970;2540.679932;189.214005;4281.087891
198;1706284870.698685959;1543.046997;2542.208984;189.167007;4274.422852
199;1706284870.722746147;1538.656006;2542.190918;190.363007;4271.209961
200;1706284870.746805536;1533.286987;2539.767090;188.268997;4261.323242
201;1706284870.770866374;1551.472046;2545.572021;192.509003;4289.553223
202;1706284870.794926223;1533.350952;2540.416992;188.270004;4262.038086
203;1706284870.818984751;1529.496948;2539.555908;191.546997;4260.600098
204;1706284870.843043350;1536.432983;2541.242920;189.511993;4267.187988
205;1706284870.867104168;1545.156006;2537.020996;190.427002;4272.604004
206;1706284870.891164617;1543.219971;2537.124023;189.496002;4269.839844
207;1706284870.915223376;1531.323975;2538.048096;185.020996;4254.393066
208;1706284870.939282164;1546.130005;2546.236084;192.699005;4285.064941
209;1706284870.963342193;1561.368042;2536.262939;189.389008;4287.020020
210;1706284870.987402581;1527.969971;2548.030029;193.705002;4269.705078
211;1706284871.011461770;1527.215942;2540.561035;189.167007;4256.943848
212;1706284871.035522230;1547.826050;2537.726074;190.348007;4275.899902
213;1706284871.059581019;1540.441040;2542.257080;189.464996;4272.163086
214;1706284871.083641349;1526.036987;2536.427002;189.167007;4251.630859
215;1706284871.107700478;1536.619995;2539.115967;192.807007;4268.542969
216;1706284871.131759428;1546.641968;2539.752930;189.151993;4275.546875
217;1706284871.155818817;1556.784058;2540.333008;191.151001;4288.268066
218;1706284871.179877397;1542.225952;2537.172119;190.393005;4269.791016
219;1706284871.203936756;1529.432983;2537.069092;190.348999;4256.851074
220;1706284871.227995756;1544.415039;2535.948975;190.348999;4270.712891
