Network,Float Size (%),Int Size (%),Runtime (%),Energy (%)
DenseNet-53,9.931034482758621,3.5034482758620693,41.327990374559285,35.11910085038992
DenseNet-121,39.172413793103445,11.641379310344826,71.1640404036689,66.78834371054593
DenseNet-169,69.51724137931035,19.724137931034484,88.17071928998197,82.33492085979816
DenseNet-185,83.86206896551724,23.586206896551726,97.07665617964784,93.5532224526875
DenseNet-201,100.0,27.586206896551722,100.0,100.0
